chapter_var|verse_num|hebrew_word|transliteration_gloss
al_ch42Verses|כט|יַדְאִיגוּ|Idigo
al_ch42Verses|ל|וְיוֹרִידְךָ|Oioridk
al_ch42Verses|לא|וּבְיִשּׁוּב|Obishob
al_ch42Verses|לא|תְּבִיעָה|Tvih
al_ch43Verses|א|לָנוּחַ|Lnoch
al_ch43Verses|ג|הַשֹּׁפְטִים׃ד.|Hshptimd.
al_ch43Verses|ו|מִנָּה|Mnh
al_ch43Verses|ו|עֲמָלֵקִים|Amaleki(pl)
al_ch43Verses|ז|יְבִיאֵם|Ivim
al_ch43Verses|ח|יַשִּׂיג|Ishig
al_ch43Verses|ט|כִּרְצוֹנָם׃י.|Krtsonmi.
al_ch43Verses|יא|יָפֵרוּ|Ipro
al_ch43Verses|יד|דָּם׃טו.|Dmto.
al_ch43Verses|טז|מֻנָּה|Mnh
al_ch43Verses|יז|מֻנָּה|Mnh
al_ch43Verses|יז|הַנֶּפִיִּים׃יח.|Hnpiimich.
al_ch43Verses|יט|עָבִים׃|Vim
al_ch43Verses|כ|וְקַלְּעֵיהֶם|Oklihm
al_ch43Verses|כד|צוֹעֲדִים|Tsodim
al_ch43Verses|כד|וַיְמַסְּרוּ|Oimsro
al_ch43Verses|כו|וּדְרוֹרָם|Odrorm
al_ch43Verses|כט|כַּוָּנָתָם|Kontm
al_ch43Verses|ל|וּדְרוֹרָם|Odrorm
al_ch43Verses|ל|הַלָּמָנִים׃לא.|Hlmniml.
al_ch43Verses|ל|וַיַּסְתִּירֵם|Oistirm
al_ch43Verses|לב|בְּגֵיא|Vgi
al_ch43Verses|לה|נָהוּג|Nhog
al_ch43Verses|לה|וַיּוֹלֵךְ|Oiolk
al_ch43Verses|לה|וַיַּקֵּף|Oikf
al_ch43Verses|לו|וַיִּפְנוּ|Oipno
al_ch43Verses|לז|עֶרְוַת|Rot
al_ch43Verses|לז|לְפַעַם|Lfm
al_ch43Verses|לז|אֵיבְרֵי|Ivri
al_ch43Verses|לז|וּמָגִנֵּי|Omgni
al_ch43Verses|לז|וְכוֹבְעֵיהֶם|Okhovihm
al_ch43Verses|לז|בַּלָּמָנִים׃לט.|Blmnimlt.
al_ch43Verses|מ|יַעַבְרוּ׃מא.|Ivrom.
al_ch43Verses|מ|וּלְהַכּוֹתָם׃|Olhkotm
al_ch43Verses|מג|וְאֹמֶץ|Omts
al_ch43Verses|מד|בִידֵיהֶם|Bidihm
al_ch43Verses|מד|בָקְעוּ|Vko
al_ch43Verses|מד|וַיִּדְקְרוּ|Oidkro
al_ch43Verses|מד|הָעַזָּה׃|Hzh
al_ch43Verses|מה|מְעוֹרָרִים|Morrim
al_ch43Verses|מז|הָגֵן|Hgn
al_ch43Verses|מח|וַיְעוֹרֵר|Oiorr
al_ch43Verses|מח|דְּרוֹרָם|Drorm
al_ch43Verses|מט|פָּנוּ|Fno
al_ch43Verses|מט|דְּרוֹרָם|Drorm
al_ch43Verses|נ|וּבְאוֹתָהּ|Ovoth
al_ch43Verses|נ|שָׁעָה|Shh
al_ch43Verses|נ|דְּרוֹרָם|Drorm
al_ch43Verses|נב|הִקִּיפוּ|Hkipo
al_ch44Verses|א|וַיִּסּוֹגוּ|Oisogo
al_ch44Verses|ב|בַּעֲבוּרָהּ|Vvorh
al_ch44Verses|ב|וְכוֹעֲסִים|Okhosim
al_ch44Verses|ה|בְּקִיּוּם|Bkiom
al_ch44Verses|ה|וּבְכׇל|Obkl
al_ch44Verses|ה|הַיָּקָר|Hikr
al_ch44Verses|ה|בְּיוֹתֵר׃|Biotr
al_ch44Verses|ז|מַכּוֹת|Mkot
al_ch44Verses|ח|וַיִּמְסֹר|Oimsr
al_ch44Verses|ח|נָפֵר|Nfr
al_ch44Verses|ח|וְתֵן|Otn
al_ch44Verses|ט|וּמָגִנֵּיכֶם|Omgnikm
al_ch44Verses|יב|בַּיָּד|Bid
al_ch44Verses|יב|וַיַּסַר|Oisr
al_ch44Verses|יב|וַיִּסּוֹג|Oisog
al_ch44Verses|יב|חַיָּלָיו׃|Chilio
al_ch44Verses|יג|וַיּוֹשֵׁט|Oiosht
al_ch44Verses|יד|וְתֵצְאוּ|Ottso
al_ch44Verses|טו|וַיַּפִּילוּ|Oipilo
al_ch44Verses|טז|וַיָּסֶת|Oist
al_ch44Verses|טז|חַיָּלָיו|Chilio
al_ch44Verses|יח|הֶעָרֹם|Hrm
al_ch44Verses|כב|וַיִּקָּבְרוּ|Oikbro
al_ch44Verses|כד|תָּם|Tm
al_ch45Verses|א|וַיָּצוּמוּ|Oitsomo
al_ch45Verses|ח|וְיַצְלִיחֲךָ|Oitslichk
al_ch45Verses|ט|תוֹדִיעַ|Todi
al_ch45Verses|יא|וּמַגֵּפוֹת|Omgpot
al_ch45Verses|יא|רְעָבוֹן|Rvon
al_ch45Verses|יג|יִמָּנוּ|Imno
al_ch45Verses|יד|יִמָּנֶה|Imnh
al_ch45Verses|טז|אֲרוּרָה|Rorh
al_ch45Verses|טז|יִתַּמּוּ|Itmo
al_ch45Verses|יח|וּקְבוּרָתוֹ|Okborto
al_ch45Verses|יט|וּקְבוּרָתוֹ׃|Okborto
al_ch45Verses|כא|וְהַמְּהוּמוֹת|Ohmhomot
al_ch45Verses|כא|יֻגַּד|Igd
al_ch45Verses|כא|תִּקּוּן|Tkon
al_ch46Verses|ה|וַיְפַתֵּם|Oiptm
al_ch46Verses|ה|וִיקִימוּהוּ|Oikimoho
al_ch46Verses|ה|יְשִׂימֵם|Ishimm
al_ch46Verses|ו|וַיַּתְעֵם|Oitm
al_ch46Verses|ז|וַיָּסוּרוּ|Oisoro
al_ch46Verses|ז|וּבְמִרְיָבָה|Obmribh
al_ch46Verses|י|עֲרוּמוֹת|Romot
al_ch46Verses|יב|וְדָתֵנוּ|Odtno
al_ch46Verses|יב|וּדְרוֹרֵנוּ|Odrorno
al_ch46Verses|יב|הַמּוֹט׃|Hmot
al_ch46Verses|טז|וּדְרוֹר|Odror
al_ch46Verses|יט|מֵנִיף|Mnif
al_ch46Verses|כ|וְדָתָם|Odtm
al_ch46Verses|כא|יַעַזְבוּ|Izvo
al_ch46Verses|כב|יַשְׁלִיכֵנוּ|Ishlikno
al_ch46Verses|כג|נוּמָת׃|Nomt
al_ch46Verses|כח|מְרִידוֹת|Mridot
al_ch46Verses|כח|וְהַסָּרִים|Ohsrim
al_ch46Verses|כח|אַמָלִיקְיָהִים׃|Mlikihim
al_ch46Verses|כט|יַצְלִיחַ|Itslich
al_ch46Verses|ל|וִיבִיאֵם|Oivim
al_ch46Verses|ל|יַשִּׂיג|Ishig
al_ch46Verses|לב|וַיַּקְדֵּם|Oikdm
al_ch46Verses|לג|וַיּוּשְׁבוּ|Oioshbo
al_ch46Verses|לו|נָטַע|Nt
al_ch46Verses|מ|וַיֵּשׁ|Oish
al_ch46Verses|מ|בְּעִתִּים|Vtim
al_ch46Verses|מ|נְתוּנִים|Ntonim
al_ch47Verses|א|וַיָּסֶת|Oist
al_ch47Verses|ה|אוֹנִידָה|Onidh
al_ch47Verses|ה|לְאוֹנִידָה|Lonidh
al_ch47Verses|ז|אַנְטִיפַּס|Ntifs
al_ch47Verses|ח|יָשִׂים|Ishim
al_ch47Verses|ט|אַנְטִיפַּס׃|Ntifs
al_ch47Verses|י|אַנְטִיפַּס|Ntifs
al_ch47Verses|יא|הֵעֵז|Hz
al_ch47Verses|יג|וְיַקִּיף|Oikif
al_ch47Verses|יג|יִתְּנֵם|Itnm
al_ch47Verses|יד|וַיַּקֵּף|Oikf
al_ch47Verses|יד|יָקוּצוּ|Ikotso
al_ch47Verses|טו|יַנִּיחַ|Inich
al_ch47Verses|טז|יַשְׁלִים|Ishlim
al_ch47Verses|יח|רַעַל|Rl
al_ch47Verses|כג|הוֹשִׁיט|Hoshit
al_ch47Verses|כה|וַיָּנֻסוּ|Oinso
al_ch47Verses|כה|וַיָּרִימוּ|Oirimo
al_ch47Verses|כז|שׁוֹכֵב|Shokb
al_ch47Verses|כז|יוּמָתוּ׃|Iomto
al_ch47Verses|כט|רֹדֵף|Rdf
al_ch47Verses|ל|קָנָה|Knh
al_ch47Verses|לד|מְעִידָה|Midh
al_ch47Verses|לה|הָעֲרוּמִים|Hromim
al_ch47Verses|לו|וְהַסּוֹרְרִים|Ohsorrim
al_ch47Verses|לו|מוּזָר|Mozr
al_ch48Verses|ב|וַיָּסֶת|Oist
al_ch48Verses|ג|וַיַּעֲוֵר|Oior
al_ch48Verses|ג|וַיַּכְעִיסֵם|Oikhism
al_ch48Verses|ד|גָּמַר|Gmr
al_ch48Verses|ח|מָעוֹז|Moz
al_ch48Verses|יב|בְּהוֹדוֹת|Bhodot
al_ch48Verses|יב|גָּמַל|Gml
al_ch48Verses|טו|יַצְלִיחֵם|Itslichm
al_ch48Verses|טו|יַצְלִיחֵם|Itslichm
al_ch48Verses|טו|וְיַזְהִירֵם|Oizhirm
al_ch48Verses|טז|יוֹדִיעֵם|Iodim
al_ch48Verses|טז|יַצִּילֵם|Itsilm
al_ch48Verses|טז|וַיִּתְפָּאֵר|Oitfr
al_ch48Verses|יח|וּכִבְנֵי|Okbni
al_ch48Verses|יט|מִמּוֹרוֹנִי|Mmoroni
al_ch48Verses|יט|וַיַּטְבִּילוּ|Oitbilo
al_ch48Verses|יט|הֶאֱזִינוּ|Hzino
al_ch48Verses|כב|בָהֶן|Vhn
al_ch48Verses|כד|וַיָּסוּרוּ|Oisoro
al_ch48Verses|כה|שׁוֹמְרֵי|Shomri
al_ch49Verses|ד|סוֹלְלַת|Sollt
al_ch49Verses|ד|לִירוֹת|Lirot
al_ch49Verses|ה|תְּמִיהָה|Tmihh
al_ch49Verses|ו|עוֹרוֹת|Orot
al_ch49Verses|ו|עָבִים|Vim
al_ch49Verses|ז|וּבַהֲכִינָם|Obhkinm
al_ch49Verses|ח|כְּתוֹרוֹת|Ktorot
al_ch49Verses|ט|תְּמִיהָה|Tmihh
al_ch49Verses|י|גּוֹרֵם|Gorm
al_ch49Verses|יג|בָנָה|Vnh
al_ch49Verses|יג|וַיִּגְּשׁוּ|Oigsho
al_ch49Verses|טו|וּבִהְיוֹת|Obhiot
al_ch49Verses|יז|וַיֵּחֲתוּ|Oichto
al_ch49Verses|יח|גֹּבַהּ|Gvh
al_ch49Verses|יח|הוּרְמָה|Hormh
al_ch49Verses|יח|וְעֹמֶק|Omk
al_ch49Verses|כ|וּבְקַלְּעֵיהֶם|Ovklihm
al_ch49Verses|כא|אַחַר|Chr
al_ch49Verses|כב|בְּסוֹלְלוֹת|Bsollot
al_ch49Verses|כב|מָבוֹא|Mvo
al_ch49Verses|כב|אֶת־סוֹלְלוֹת|Tsollot
al_ch49Verses|כב|בְּגוּפוֹת|Bgopot
al_ch49Verses|כב|וּפְצוּעֵיהֶם׃|Oftsoihm
al_ch49Verses|כג|תַּקִּיפָה|Tkiph
al_ch49Verses|כד|וְשִׁרְיוֹנֵיהֶם|Oshrionihm
al_ch49Verses|כד|וְכוֹבְעֵיהֶם|Okhovihm
al_ch49Verses|כו|הֵבִיאָם|Hvim
al_ch49Verses|ל|וּזְהִירוּתָם|Ozhirotm
al_ch50Verses|א|תִּלֵּי|Tli
al_ch50Verses|ב|הַסּוֹלְלוֹת|Hsollot
al_ch50Verses|ב|בְּנוּיִים|Bnoiim
al_ch50Verses|ג|יְתֵדוֹת|Itdot
al_ch50Verses|ג|וּגְבֹהִים׃|Ogbhim
al_ch50Verses|ד|הַיְתֵדוֹת|Hitdot
al_ch50Verses|ו|מָעוֹז|Moz
al_ch50Verses|י|יָגֵנּוּ|Igno
al_ch50Verses|יז|וּבְעִתּוֹת|Ovtot
al_ch50Verses|כ|וּבָנֶיךָ|Obnik
al_ch50Verses|כא|וַנִּרְאֶה|Onrh
al_ch50Verses|כא|מְרִיבוֹתֵיהֶם|Mribotihm
al_ch50Verses|כא|וּמַצּוֹתֵיהֶם|Omtsotihm
al_ch50Verses|כא|וּזְנוּתָם|Oznotm
al_ch50Verses|כה|וּשְׁתֵּיהֶן|Oshtihn
al_ch50Verses|כו|תָּבְעוּ|Tvo
al_ch50Verses|כו|וַיַּחְלִיטוּ|Oichlito
al_ch50Verses|כז|עֶזְרָה|Zrh
al_ch50Verses|כח|וְיַשְׁמִידֵם׃|Oishmidm
al_ch50Verses|כט|בְּגוּפֵי|Bgopi
al_ch50Verses|ל|לְקִינָה|Lkinh
al_ch50Verses|ל|וַיַּכֶּהָ|Oikh
al_ch50Verses|לא|כַּוָּנָתָם|Kontm
al_ch50Verses|לב|בָּעִקָּר|Vkr
al_ch50Verses|לב|יָשִׂים|Ishim
al_ch50Verses|לב|יָבִיאוּ|Ivio
al_ch50Verses|לב|דְּרוֹרָם׃|Drorm
al_ch50Verses|לה|וּבִהְיוֹת|Obhiot
al_ch50Verses|לה|וַיַּכֶּה|Oikh
al_ch50Verses|לט|וַיֻּשַׂם|Oishm
al_ch51Verses|ו|דָתָם|Dtm
al_ch51Verses|ח|וְהַתּוֹמְכִים|Ohtomkim
al_ch51Verses|ח|וַיִּתְמְכוּ|Oitmko
al_ch51Verses|ט|וַיָּכֵן|Oikn
al_ch51Verses|יב|מְרִיבוֹתָם|Mribotm
al_ch51Verses|יז|וּכְבוֹדָם|Okbodm
al_ch51Verses|יז|וְיִתְמְכוּ|Oitmko
al_ch51Verses|יח|וַיַּשְׁפִּילוּ|Oishpilo
al_ch51Verses|יח|וְאַצִילוּתָם|Otsilotm
al_ch51Verses|יח|וְהֻשְׁווּ|Ohshoo
al_ch51Verses|יט|אַרְבַּעַת|Rvt
al_ch51Verses|כ|הַסּוֹרְרִים|Hsorrim
al_ch51Verses|כד|וְהַנָּסִים|Ohnsim
al_ch51Verses|כו|אָמְנֵר|Mnr
al_ch51Verses|כז|וְכֻלָּן|Okln
al_ch51Verses|כז|לְמָעוֹז|Lmoz
al_ch51Verses|כח|וְהוֹרְגִים|Ohorgim
al_ch51Verses|כט|וְהִקְדִּים|Ohkdim
al_ch51Verses|לא|תִּקְוָתוֹ|Tkoto
al_ch51Verses|לג|עֲיֵפוּתָם|Ifotm
al_ch51Verses|לג|וְחֹם|Ochm
al_ch51Verses|לד|בַּלָּאט|Vlt
al_ch51Verses|לד|כִּידוֹן|Kidon
al_ch51Verses|לד|וַיָּמֶת|Oimt
al_ch51Verses|לה|בַּלָּאט|Vlt
al_ch51Verses|לה|וַיְעוֹרֵר|Oiorr
al_ch51Verses|לז|תָּמּוּ|Tmo
al_ch52Verses|ב|וַיִּבָּהֵלוּ|Oibhlo
al_ch52Verses|ב|וַיִּסּוֹגוּ|Oisogo
al_ch52Verses|ו|וּבְהָכִין|Obhkin
al_ch52Verses|ו|מָעוֹז׃|Moz
al_ch52Verses|ח|בְיָדוֹ|Bido
al_ch52Verses|יג|וּלְהַסִּיט|Olhsit
al_ch52Verses|יג|יָצֵרוּ|Itsro
al_ch52Verses|יט|נוֹעֲצוּ|Notso
al_ch52Verses|יט|יַפְתּוּם|Iptom
al_ch52Verses|יט|וְיִלְכְּדוּ|Oilkdo
al_ch52Verses|כ|בַּמִּישׁוֹר|Bmishor
al_ch52Verses|כ|זוֹרָמִי|Zormi
al_ch52Verses|כ|בַּמִּישׁוֹר׃|Bmishor
al_ch52Verses|כב|שׁוֹמְרֵי|Shomri
al_ch52Verses|כג|יוֹצְאִים|Iotsim
al_ch52Verses|כד|מוֹלִיךְ|Molik
al_ch52Verses|כד|וְיִירְשׁוּהָ׃|Oiirshoh
al_ch52Verses|כח|יַדְבִּיקֵם|Idbikm
al_ch52Verses|לא|וַיֻּקְפוּ|Oikpo
al_ch52Verses|לב|יַסְגִּירוּ|Isgiro
al_ch52Verses|לג|זוֹרָמִי|Zormi
al_ch52Verses|לג|הוֹלִיךְ|Holik
al_ch52Verses|לד|גָּמַר|Gmr
al_ch52Verses|לז|וְתַסְגִּירוּם|Otsgirom
al_ch52Verses|לט|וַיֻּקְחוּ|Oikcho
al_ch53Verses|א|וַיַּכְרִיחוּם|Oikrichom
al_ch53Verses|ב|וַיִּתְּנֶהָ|Oitnh
al_ch53Verses|ד|מַעֲקֶה|Mkh
al_ch53Verses|ד|מַעֲקֵה|Mkh
al_ch53Verses|ד|הִקִּיפוּ|Hkipo
al_ch53Verses|ד|גְּבוֹהָה|Gbohh
al_ch53Verses|ז|הֶעֱסִיק|Hsik
al_ch53Verses|יא|אוֹבְדִים|Ovdim
al_ch53Verses|יב|הוּרְדוּ|Hordo
al_ch53Verses|יג|וְהַתְּלָאוֹת|Ohtlot
al_ch53Verses|יג|וַיִּכָּמְרוּ|Oikmro
al_ch53Verses|טו|עוֹבְרִים|Ovrim
al_ch53Verses|יז|עֲזֹב|Zv
al_ch53Verses|יט|לְעֵזֶר|Lzr
al_ch53Verses|כ|וְגִבּוֹרֵי|Ogbori
al_ch53Verses|כב|חַיָּלָיו|Chilio
al_ch54Verses|ה|עָרַךְ|Rkh
al_ch54Verses|ו|וְתָסִיגוּ|Otsigo
al_ch54Verses|ז|יָכֹלְתָּ|Iklt
al_ch54Verses|ז|כָּמוֹךָ|Kmok
al_ch54Verses|ז|וְתָסִירוּ|Otsiro
al_ch54Verses|ט|תּוֹרִידוּ|Torido
al_ch54Verses|יא|וִילָדָיו|Oildio
al_ch54Verses|יב|וְטַפִּי|Otpi
al_ch54Verses|יב|וְאֶרְדֹּף|Ordf
al_ch54Verses|טז|אִיּוּמֵיכֶם׃|Iomikhm
al_ch54Verses|יח|אֶגְרֹם|Grm
al_ch54Verses|יח|יַנִּיחַ|Inich
al_ch54Verses|יט|אִיּוּמִים|Iomim
al_ch54Verses|יט|מֵאִיּוּמֵיכֶם׃|Miomikhm
al_ch54Verses|כ|יָדֵנוּ|Idno
al_ch54Verses|כא|כְּמוֹכֶם׃|Kmokm
al_ch54Verses|כב|יוֹרִידוּ׃|Iorido
al_ch54Verses|כג|וַיּוֹצִיאוּהוּ|Oiotsioho
al_ch55Verses|ב|אָמִיר|Mir
al_ch55Verses|ה|הוּמַת|Homt
al_ch55Verses|ח|מִיֵּינָם|Miinm
al_ch55Verses|ט|מִיֵּינְךָ|Miink
al_ch55Verses|י|אֶת־יֵינֵנוּ|Tiinno
al_ch55Verses|י|לְתַאֲוָתָם|Ltotm
al_ch55Verses|יג|וַיֶּעֱרַב|Oirv
al_ch55Verses|טז|וּשְׁכוּרִים|Oshkorim
al_ch55Verses|כא|וּלְהַקִּיף|Olhkif
al_ch55Verses|כב|יָקִיצוּ|Ikitso
al_ch55Verses|כב|וּשְׁבוּיֵיהֶם|Oshboiihm
al_ch55Verses|כג|וַיְּבִיאוּם|Oiviom
al_ch55Verses|כז|וְהִגֵּנוּ|Ohgno
al_ch55Verses|כז|וְהַיִּתְרוֹן|Ohitron
al_ch55Verses|ל|מִיֵּינָם|Miinm
al_ch55Verses|ל|בְּרַעַל|Vrl
al_ch55Verses|לא|בְּמוֹקְשֵׁיהֶם|Bmokshihm
al_ch55Verses|לא|מִיֵּינָם|Miinm
al_ch55Verses|לב|רַעַל|Rl
al_ch55Verses|לב|יֵינָם|Iinm
al_ch55Verses|לב|יָרְעַל|Irl
al_ch55Verses|לב|נֶפִיִּי|Npii
al_ch55Verses|לד|אֲסָפוֹת|Sfot
al_ch56Verses|א|הַהוּא׃ב.|Hhov.
al_ch56Verses|א|הַיָּקָר|Hikr
al_ch56Verses|א|הַיָּקָר|Hikr
al_ch56Verses|ד|הָאֵלֶּה׃ה.|Hlhh.
al_ch56Verses|ז|עָלֵינוּ׃ח.|Linoch.
al_ch56Verses|ז|נִשְׁבָּעוּ׃ט.|Nshvot.
al_ch56Verses|י|בָּנִים)|Bnim)
al_ch56Verses|יב|זוּלָתָם|Zoltm
al_ch56Verses|יב|הוּמָתוּ׃|Homto
al_ch56Verses|יד|כּוּמֵנִי|Komni
al_ch56Verses|טז|וַיִּרְפּוּ|Oirpo
al_ch56Verses|טז|גוּפָם|Gopm
al_ch56Verses|יח|צִוּוּי|Tsooi
al_ch56Verses|כ|וַנָּכִין|Onkin
al_ch56Verses|כד|וְיִפֹּלוּ׃|Oiplo
al_ch56Verses|כט|וְהַכֹּחַ׃ל.|Ohkchl.
al_ch56Verses|כט|כְּמוֹלִיכִים|Kmolikim
al_ch56Verses|לא|וַנֵּלֵךְ|Onlk
al_ch56Verses|לה|הוּגַד|Hogd
al_ch56Verses|לו|הוֹבַלְנוּ|Hoblno
al_ch56Verses|לז|רוֹדֵף|Rodf
al_ch56Verses|לז|יָמִין|Imin
al_ch56Verses|לז|יְשִׁירוֹת|Ishirot
al_ch56Verses|לז|יַשִּׂיגֵם|Ishigm
al_ch56Verses|לז|יֻקָּפוּ|Ikpo
al_ch56Verses|לח|לַלָּיְלָה׃|Llilh
al_ch56Verses|לט|רוֹדְפִים|Rodpim
al_ch56Verses|מ|יָמִין|Imin
al_ch56Verses|מ|פָנִיתִי|Pniti
al_ch56Verses|מ|יָמִין|Imin
al_ch56Verses|מ|יִמָּלְטוּ|Imlto
al_ch56Verses|מא|וַנִּרְאֶה|Onrh
al_ch56Verses|מה|הַיָּקָר|Hikr
al_ch56Verses|מה|אֹמֶץ|Mts
al_ch56Verses|מו|מְאֹד)|Md)
al_ch56Verses|מז|אִמּוֹתֵיהֶם|Motihm
al_ch56Verses|מז|יְסַפְּקוּ|Ispko
al_ch56Verses|מז|יַצִּילֵם|Itsilm
al_ch56Verses|מח|וַיִּשְׁנוּ|Oishno
al_ch56Verses|מח|אִמּוֹתֵיהֶם|Motihm
al_ch56Verses|מח|אִמּוֹתֵינוּ׃|Motino
al_ch56Verses|נא|עֲיֵפוּתָם|Ifotm
al_ch56Verses|נא|נְבוּכִים|Nbokim
al_ch56Verses|נא|לָסוֹג|Lsog
al_ch56Verses|נב|רוֹדְפִים|Rodpim
al_ch56Verses|נב|וַיִּפְנוּ|Oipno
al_ch56Verses|נז|הָעַמּוֹנִים|Hmonim
al_ch57Verses|ב|בָטוּחַ|Btoch
al_ch57Verses|ב|נָמִיר|Nmir
al_ch57Verses|ג|הֲכִינוֹנוּ|Hkinono
al_ch57Verses|ו|הָעַמּוֹנִים|Hmonim
al_ch57Verses|ו|גְּדוּדִי|Gdodi
al_ch57Verses|ו|אַלְפָּיִם|Lfim
al_ch57Verses|ז|כּוּמֵנִי׃|Komni
al_ch57Verses|ח|כּוּמֵנִי|Komni
al_ch57Verses|ט|יָשַׁנּוּ|Ishno
al_ch57Verses|ט|וַנַּעֲמִיד|Onmid
al_ch57Verses|יא|לִיהוּדָה|Lihodh
al_ch57Verses|יב|כּוּמֵנִי׃|Komni
al_ch57Verses|טז|וַנַּפְקִידֵם|Onpkidm
al_ch57Verses|יט|גְּדוּד|Gdod
al_ch57Verses|יט|אַלְפַּי|Lfi
al_ch57Verses|יט|וַיָּמִיתוּ|Oimito
al_ch57Verses|כ|לָסוֹג|Lsog
al_ch57Verses|כ|אֵיתָנִים|Itnim
al_ch57Verses|כא|אִמּוֹתֵיהֶם׃|Motihm
al_ch57Verses|כב|לְהוֹלִיךְ|Lholik
al_ch57Verses|כג|כּוּמֵנִי|Komni
al_ch57Verses|כד|נוּס|Nos
al_ch57Verses|כו|נְיַחֵס|Nichs
al_ch57Verses|כז|בּוֹטְחִים|Botchim
al_ch57Verses|כט|וְגִד|Ogd
al_ch57Verses|לא|כּוּמֵנִי|Komni
al_ch57Verses|לג|מְרִיָם|Mrim
al_ch57Verses|לג|צִוִּינוּ|Tsoino
al_ch57Verses|לד|כּוּמֵנִי|Komni
al_ch57Verses|לו|גִד|Gd
al_ch57Verses|לו|וָאֶמָּלֵא|Oml
al_ch58Verses|ד|לְהוֹדִיעוֹ|Lhodio
al_ch58Verses|ו|וּמְצוּדוֹתֵיהֶם׃|Omtsodotihm
al_ch58Verses|ז|גָּוַעְנוּ|Gono
al_ch58Verses|ט|עֶזְרָה|Zrh
al_ch58Verses|י|וּבִרְכוּשֵׁנוּ|Obrkoshno
al_ch58Verses|יא|לִישׁוּעָתוֹ׃|Lishoto
al_ch58Verses|יב|וּבִרְכוּשֵׁנוּ|Obrkoshno
al_ch58Verses|יב|וּבְיַלְדֵינוּ|Obildino
al_ch58Verses|יב|דְּרוֹרֵנוּ׃|Drorno
al_ch58Verses|יג|וַנַּט|Ont
al_ch58Verses|יד|סְבִיבוֹתֵינוּ|Sbibotino
al_ch58Verses|טו|וּלְהָמִיתֵנוּ|Olhmitno
al_ch58Verses|טז|לְגִד|Lgd
al_ch58Verses|יז|גִד|Gd
al_ch58Verses|יז|מִיָּמִין|Mimin
al_ch58Verses|כ|גִד|Gd
al_ch58Verses|כ|וַיַּכְרִיתוּ|Oikrito
al_ch58Verses|כג|גִד|Gd
al_ch58Verses|כו|יִישְׁנוּ|Iishno
al_ch58Verses|כז|וַנַּגִּיעַ|Ongi
al_ch58Verses|כט|הִגִּיעוּ|Hgio
al_ch58Verses|לא|הִנָּם|Hnm
al_ch58Verses|לב|וּרְכוּשׁ|Orkosh
al_ch58Verses|לג|בּוֹטְחִים|Botchim
al_ch58Verses|לד|נוֹתֶנֶת|Notnt
al_ch58Verses|לו|פֶּלֶג|Flg
al_ch58Verses|לז|בּוֹטְחִים|Botchim
al_ch58Verses|לח|יוֹרְשִׁים|Iorshim
al_ch58Verses|מ|אֵיתָנִים|Itnim
al_ch58Verses|מ|וּמַקְפִּידִים|Omkpidim
al_ch58Verses|מא|הַיָּקָר|Hikr
al_ch58Verses|מא|וְיָחֹן|Oichn
al_ch59Verses|ה|מֵכִין|Mkin
al_ch59Verses|ו|וּמִסְּבִיבוֹתֶיהָ|Omsbibotih
al_ch59Verses|ח|מוֹרֹנִי׃|Morni
al_ch59Verses|יג|רְפוֹת|Rpot
al_ch60Verses|ב|וּלְזַיְּנָם|Olzinm
al_ch60Verses|ג|וִיגִיעָה|Oigih
al_ch60Verses|ד|נִלּוֹנּוּ|Nlono
al_ch60Verses|ד|נִתְאוֹנַנּוּ׃|Ntonno
al_ch60Verses|ה|וְעֶזְרָה|Ozrh
al_ch60Verses|ו|הָעֲזִיבָה|Hzivh
al_ch60Verses|ז|אוֹיְבֵיכֶם|Oivikhm
al_ch60Verses|ז|מְפִיצִים|Mpitsim
al_ch60Verses|ז|הוֹרְגִים|Horgim
al_ch60Verses|י|וְדְרוֹר|Odror
al_ch60Verses|יא|יַצִּילְכֶם|Itsilkm
al_ch60Verses|יג|מַנִּיחַ|Mnich
al_ch60Verses|יד|וַעֲזִיבָתָם|Ozivtm
al_ch60Verses|טז|רִיבֵנוּ|Ribno
al_ch60Verses|טז|דְּרוֹרֵנוּ|Drorno
al_ch60Verses|טז|הֵרִימָם|Hrimm
al_ch60Verses|טז|מְפִיצִים|Mpitsim
al_ch60Verses|יז|וְיוֹרְשִׁים|Oiorshim
al_ch60Verses|יז|וְהוֹרְגִים|Ohorgim
al_ch60Verses|יז|שׁוֹבִים|Shobim
al_ch60Verses|יח|בּוֹגְדִים|Bogdim
al_ch60Verses|יט|וּמוּגָנִים|Omognim
al_ch60Verses|כג|יְטֹהַר|Ithr
al_ch60Verses|כג|יְטֹהַר|Ithr
al_ch60Verses|כה|תַּעֲנוּ|Tno
al_ch60Verses|כה|וְתֵצְאוּ|Ottso
al_ch60Verses|כה|אַשְׁאִיר|Shir
al_ch60Verses|כה|וְאַשְׁאִיר|Oshir
al_ch60Verses|כז|נִיצוֹץ|Nitsots
al_ch60Verses|כז|מְרִידוֹת|Mridot
al_ch60Verses|כט|תִּתְעוֹרְרוּ|Ttorro
al_ch60Verses|כט|וְתִפֹּל|Otpl
al_ch60Verses|ל|דְּרוֹרֵנוּ׃|Drorno
al_ch60Verses|לג|עוֹבְרִים|Ovrim
al_ch60Verses|לג|רוֹמְסִים|Romsim
al_ch60Verses|לה|תְקַיְּמוּ|Tkimo
