chapter_var|verse_num|hebrew_word|transliteration_gloss
tn_ch21Verses|י|יַזִּיקוּ|Iziko
tn_ch21Verses|יב|יַעַר|Ir
tn_ch21Verses|יב|וְטָרַף|Otrf
tn_ch21Verses|יג|תָּרֹם|Trm
tn_ch21Verses|יד|סוּסֶיךָ|Sosik
tn_ch21Verses|טז|מִיָּדֶךָ|Midk
tn_ch21Verses|טז|וּמְעוֹנְנִים|Omonnim
tn_ch21Verses|יז|פְסִילֶיךָ|Psilik
tn_ch21Verses|יז|יָדֶיךָ׃|Idik
tn_ch21Verses|יח|אֲשֵׁירֶיךָ|Shirikh
tn_ch21Verses|יט|וְהַקִּנְאוֹת|Ohknot
tn_ch21Verses|כ|יְדִידִי|Ididi
tn_ch21Verses|כא|כָמוֹהָ׃|Kmoh
tn_ch21Verses|כג|וְעָזְרוּ|Ozro
tn_ch21Verses|כד|יַעַזְרוּ|Izro
tn_ch21Verses|כו|הָאֲבוּדִים|Hvodim
tn_ch22Verses|א|רָנִּי|Rni
tn_ch22Verses|א|עֲקָרָה|Krh
tn_ch22Verses|ב|וִירִיעוֹת|Oiriot
tn_ch22Verses|ב|יַטּוּ|Ito
tn_ch22Verses|ב|מֵיתָרַיִךְ|Mitrik
tn_ch22Verses|ב|וִיתֵדֹתַיִךְ|Oitdtik
tn_ch22Verses|ג|וּשְׂמֹאול|Oshmol
tn_ch22Verses|ג|יוֹשִׁיבוּ׃|Ioshibo
tn_ch22Verses|ד|עֲלוּמַיִךְ|Lomikh
tn_ch22Verses|ד|נְעוּרַיִךְ|Norikh
tn_ch22Verses|ה|עֹשַׂיִךְ|Shikh
tn_ch22Verses|ו|וַעֲצוּבַת|Otsovt
tn_ch22Verses|ו|נְעוּרִים|Norim
tn_ch22Verses|ו|תִמָּאֵס|Tms
tn_ch22Verses|ח|רֶגַע|Rg
tn_ch22Verses|י|יָמוּשׁוּ|Imosho
tn_ch22Verses|י|תְּמוּטֶינָה|Tmotinh
tn_ch22Verses|י|תָמוּט|Tmot
tn_ch22Verses|יא|סֹעֲרָה|Srh
tn_ch22Verses|יא|אַרְבִּיץ|Rvits
tn_ch22Verses|יא|בַּפּוּךְ|Bpok
tn_ch22Verses|יא|וִיסַדְתִּיךְ|Oisdtik
tn_ch22Verses|יב|וּשְׁעָרַיִךְ|Oshrikh
tn_ch22Verses|יג|לִמּוּדֵי|Lmodi
tn_ch22Verses|יד|תִּכּוֹנְנִי|Tkonni
tn_ch22Verses|יד|תִירָאִי|Tiri
tn_ch22Verses|יד|אֵלָיִךְ׃|Likh
tn_ch22Verses|טז|וּמוֹצִיא|Omotsi
tn_ch22Verses|יז|יוּצַר|Iotsr
tn_ch23Verses|ח|וַיַּנִּיחֵם|Oinichm
tn_ch23Verses|ט|יְפָאֵר|Ifr
tn_ch23Verses|יא|וְנִרְאוּ|Onro
tn_ch24Verses|ב|וּכְבֹרִית|Okbrit
tn_ch24Verses|ד|תֶּעֱרַב|Trv
tn_ch24Verses|ד|וִירוּשָׁלַיִם|Oiroshlim
tn_ch24Verses|ד|כִּבִימֵי|Kbimi
tn_ch24Verses|ה|הָעוֹשְׁקִים|Hoshkim
tn_ch24Verses|ה|וְהַמַּטִּים|Ohmtim
tn_ch24Verses|ה|יְרֵאוּנִי|Ironi
tn_ch24Verses|ז|וְאָשׁוּבָה|Oshovh
tn_ch24Verses|ח|הֲיִגְזֹל|Higzl
tn_ch24Verses|ח|וּבַתְּרוּמוֹת׃|Obtromot
tn_ch24Verses|י|הָבִיאוּ|Hvio
tn_ch24Verses|יא|וְגָעַרְתִּי|Ogrti
tn_ch24Verses|טו|עֹשֵׂי|Shi
tn_ch25Verses|א|יִבְעַר|Ivr
tn_ch25Verses|א|יַעֲזֹב|Izv
tn_ch25Verses|ג|וְעַסּוֹתֶם|Osotm
tn_ch25Verses|ג|אֵפֶר|Fr
tn_ch25Verses|ג|כַּפּוֹת|Kpot
tn_ch25Verses|ה|וְהַנּוֹרָא׃|Ohnor
tn_ch25Verses|ו|וְהֵשִׁיב|Ohshib
tn_ch26Verses|א|וַיְבָאֵרָם|Oivrm
tn_ch26Verses|א|וּקְטַנִּים׃|Oktnim
tn_ch26Verses|ג|הַיְסוֹדוֹת|Hisodot
tn_ch26Verses|ג|תִּגֹּל|Tgl
tn_ch26Verses|ג|יַעַבֹּרוּ׃|Ivro
tn_ch26Verses|י|יִמָּנְעוּ|Imno
tn_ch26Verses|יב|וּפוֹנֶה|Oponh
tn_ch26Verses|יד|וַיַּתֵּר|Oitr
tn_ch26Verses|יד|וַיַּתֵּר|Oitr
tn_ch26Verses|טו|רַפְּאוֹ|Rfo
tn_ch26Verses|טו|עִוְרֵיהֶם|Orihm
tn_ch26Verses|טו|רְפוּאוֹת|Rfoot
tn_ch26Verses|טו|וַיְקִים|Oikim
tn_ch26Verses|טז|עוֹלָלִים|Ollim
tn_ch26Verses|טז|וַיַּבִּיעוּ|Oivio
tn_ch26Verses|טז|וְנֶאֶסְרוּ|Onsro
tn_ch26Verses|טז|הִבִּיעוּ|Hvio
tn_ch26Verses|יח|מֻתָּר|Mtr
tn_ch27Verses|א|וַיַּטְבִּילוּ|Oitbilo
tn_ch27Verses|א|וּבְצוֹם׃|Obtsom
tn_ch27Verses|ד|יִתְלוֹנְנוּ|Itlonno
tn_ch27Verses|יט|וּתְשׁוּבַת|Otshobt
tn_ch27Verses|יט|וְנֶאֱמָנוּתָם|Onmnotm
tn_ch27Verses|כז|אֵיזֶה|Izh
tn_ch27Verses|כט|וְלַדּוֹפֵק|Oldopk
tn_ch27Verses|לב|יִמְכְּרוּנִי|Imkroni
tn_ch27Verses|לב|וְגַנָּבִים|Ognbim
tn_ch27Verses|לב|חוֹתְרִים|Chotrim
tn_ch27Verses|לב|וְגוֹנְבִים|Ogonbim
tn_ch28Verses|ב|חֲיוֹתֵנוּ|Chiotno
tn_ch28Verses|ג|הֱיוֹתְכֶם|Hiotkm
tn_ch28Verses|ג|תָּבוֹאוּ|Tvoo
tn_ch28Verses|ד|וַיִּפֶן|Oipn
tn_ch28Verses|ו|יְדִידִי|Ididi
tn_ch28Verses|ו|בַּעֲבוֹדָתִי|Vvodti
tn_ch28Verses|יא|בַּעֲבוּרִי׃|Vvori
tn_ch28Verses|יח|וַיַּטְבִּילוּם|Oitbilom
tn_ch28Verses|כ|בּוֹרוֹת|Borot
tn_ch28Verses|כא|נִזּוֹקוּ׃|Nzoko
tn_ch28Verses|כב|וּפַעֲמַיִם|Ofmim
tn_ch28Verses|כב|לִמְעוֹנַת|Lmont
tn_ch28Verses|כב|נִזּוֹקוּ׃|Nzoko
tn_ch28Verses|כט|וְיָבִיאוּ|Oivio
tn_ch28Verses|כט|הַמּוֹכִיחַ|Hmokich
tn_ch28Verses|לד|יַקְשִׁיב|Ikshib
tn_ch28Verses|לה|נוֹלְדוּ|Noldo
tn_ch28Verses|לה|נֶעֱלָב|Nlv
tn_ch28Verses|לז|בְּגוּפָם|Bgopm
tn_ch28Verses|לח|בְּגוּפָם|Bgopm
tn_ch28Verses|לט|שָׁוָה|Shoh
tn_ch28Verses|לט|וְכֹחוֹת|Okchot
tn_ch29Verses|ג|רֵיקִים|Rikim
tn_ch29Verses|ד|יוֹצְאִים|Iotsim
tn_ch29Verses|ד|לָבוּז|Lboz
tn_ch29Verses|ד|בִּימִינוֹ|Bimino
tn_ch29Verses|ה|הַבָּז|Hvz
tn_ch29Verses|ח|וְלָבוּז|Olboz
tn_ch29Verses|ח|וְלִלְעֹג|Ollg
tn_ch29Verses|ט|יְמִין|Imin
tn_ch30Verses|ב|וּתְשׁוּבוּ|Otshobo
tn_ch30Verses|ב|וּמִרְמוֹתֵיכֶם|Omrmotikm
tn_ch30Verses|ב|וּמִזְּנוּתֵיכֶם|Omznotikm
tn_ch30Verses|ב|אֱלִילֵיכֶם|Lilikhm
tn_ch30Verses|ב|וְקִנְאוֹתֵיכֶם|Oknotikhm
tn_ch30Verses|ב|וּמְרִיבוֹתֵיכֶם|Omribotikm
mm_ch2Verses|טז|יָשׁוֹן|Jashon
mm_ch2Verses|יז|יָשׁוֹן|Jashon
mm_ch8Verses|יז|גֵּיהִנֹּם|Gehenna
---
Total: 2525
Unique glosses: 1919

  "Hish" (10x) -- Hebrew: הֲיֵשׁ, הַיֵּשׁ
  "Homto" (9x) -- Hebrew: הוּמְתוּ, הוּמָתוּ׃, הוּמְתוּ׃
  "Komni" (7x) -- Hebrew: כּוּמֵנִי, כּוּמֵנִי׃
  "Oimno" (6x) -- Hebrew: וַיְמֻנּוּ, וַיִּמְאֲנוּ, וַיִּמְנְעוּ, וַיִּמָּנוּ
  "Oipno" (6x) -- Hebrew: וַיִּפְנוּ, וַיַּפְנוּ, וַיִּפָּנוּ
  "Ir" (5x) -- Hebrew: יָאָר, יָאֵר, יַעַר
  "Imno" (5x) -- Hebrew: יִמָּנוּ, יִמָּנְעוּ
  "Oipitso" (5x) -- Hebrew: וַיָּפִיצוּ, וַיְפִיצוּ
  "Bit" (5x) -- Hebrew: בַּיִת
  "Imin" (5x) -- Hebrew: יָמִין, יְמִין
  "Nodh" (5x) -- Hebrew: נוֹדֶה
  "Hikr" (5x) -- Hebrew: הַיָּקָר
  "Gd" (5x) -- Hebrew: גִד, גָּד
  "Ikom" (4x) -- Hebrew: יָקוֹם, יִקּוּם, יִקּוּם׃
  "Oit" (4x) -- Hebrew: וַיַּט, וַיֶּט
  "Bn" (4x) -- Hebrew: בֵן, בֶן
  "Oitm" (4x) -- Hebrew: וַיַּטֵּם, וַיַּתְעֵם, וַיִּתַּם
  "Oishigo" (4x) -- Hebrew: וַיַּשִּׂיגוּ
  "Ithro" (4x) -- Hebrew: יִטָּהֲרוּ, יְטֹהֲרוּ
  "Oibhlo" (4x) -- Hebrew: וַיִּבָּהֲלוּ, וַיִּבָּהֵלוּ
  "Tmimim" (4x) -- Hebrew: תְּמִימִים, תְמִימִים
  "Hichid" (4x) -- Hebrew: הַיָּחִיד
  "Hosipo" (4x) -- Hebrew: הוֹסִיפוּ
  "Dinm" (4x) -- Hebrew: דִינָם׃, דִינָם, דִּינָם
  "Tno" (4x) -- Hebrew: תַעֲנוּ, עֵתֵנוּ׃, עִתֵּנוּ, תַּעֲנוּ
  "Oiprdo" (4x) -- Hebrew: וַיִּפָּרְדוּ
  "Itnim" (4x) -- Hebrew: אֵיתָנִים
  "Odrorm" (4x) -- Hebrew: וּדְרוֹרָם
  "Drorm" (4x) -- Hebrew: דְּרוֹרָם, דְּרוֹרָם׃
  "Odror" (4x) -- Hebrew: וּדְרוֹר, וְדְרוֹר
  "Itsilm" (4x) -- Hebrew: יַצִּילֵם
  "Oipn" (4x) -- Hebrew: וַיִּפֶן
  "Vhn" (3x) -- Hebrew: בָהֶן, בָהֶן׃
  "Chr" (3x) -- Hebrew: חֹר, אַחַר
  "Mkin" (3x) -- Hebrew: מֵכִין, מִקַּיִן
  "Khin" (3x) -- Hebrew: אֲכִין, אָכִין
  "Nmn" (3x) -- Hebrew: נִמְנַע, נִמְנָע
  "Grm" (3x) -- Hebrew: אֶגְרֹם, גָרַם
  "Srh" (3x) -- Hebrew: סְעָרָה, סֹעֲרָה
  "Oitrpo" (3x) -- Hebrew: וַיִּטָּרְפוּ, וְיִטְרְפוּ
  "Oiolk" (3x) -- Hebrew: וַיּוֹלֵךְ
  "Obt" (3x) -- Hebrew: וּבַת
  "Hioto" (3x) -- Hebrew: הֱיוֹתוֹ
  "Oimito" (3x) -- Hebrew: וַיָּמִיתוּ
  "Oiord" (3x) -- Hebrew: וַיּוֹרֵד, וַיּוֹרֶד
  "Hkinot" (3x) -- Hebrew: הֲכִינוֹתָ, הֲכִינוֹתָ׃
  "Hvt" (3x) -- Hebrew: אָהַבְתָּ, הֵבֵאתָ
  "Ichih" (3x) -- Hebrew: יִחְיֶה
  "Oikbro" (3x) -- Hebrew: וְיִקְבְּרוּ, וַיִּקְבְּרוּ, וַיִּקָּבְרוּ
  "Hvio" (3x) -- Hebrew: הֱבִיאוֹ, הָבִיאוּ, הִבִּיעוּ
  "Gosh" (3x) -- Hebrew: אָגוֹשׁ, גּוּשׁ
  "Lill" (3x) -- Hebrew: לְיַלֵל
  "Vko" (3x) -- Hebrew: בָּקְעוּ, בָקְעוּ
  "Ishno" (3x) -- Hebrew: יָשְׁנוּ, יַעֲשֶׂנּוּ, יָשַׁנּוּ
  "Llilh" (3x) -- Hebrew: לַלָּיְלָה׃, לַלָּיְלָה
  "Oibrichm" (3x) -- Hebrew: וַיַּבְרִיחֵם׃, וַיַּבְרִיחֵם
  "Oklotihm" (3x) -- Hebrew: וְקַלְּעוֹתֵיהֶם, וְקַלָּעוֹתֵיהֶם
  "Osblim" (3x) -- Hebrew: וְסֹבְלִים, וּסְבָלִים
  "Oimnh" (3x) -- Hebrew: וַיִּמָּנֶה, וַיְמַנֶּה
  "Mi" (3x) -- Hebrew: מֵאֵי, מֵעַי
  "Toh" (3x) -- Hebrew: תַּאֲוָה, אֶתְאַוֶּה
  "Onopl" (3x) -- Hebrew: וְנוֹפֵל, וְנוֹפֵל׃
  "Snum" (3x) -- Hebrew: סְנוּם
  "Ikino" (3x) -- Hebrew: יָכִינוּ
  "Oitsomo" (3x) -- Hebrew: וַיָּצוּמוּ
  "Moti" (3x) -- Hebrew: מוֹתִי׃, מְעַוְּתֵי
  "Knh" (3x) -- Hebrew: אֶקְנֶה, קָנָה
  "Homt" (3x) -- Hebrew: הוּמַת
  "Oitmno" (3x) -- Hebrew: וַיִּטְמְנוּ, וְיִטְמְנוּ
  "Rdo" (3x) -- Hebrew: רְדוּ, רָעָדוּ
  "Ph" (3x) -- Hebrew: פֹה, פֶּה
  "Nf" (3x) -- Hebrew: נָאַף, נֹאֵף׃
  "Msit" (3x) -- Hebrew: מַסִּית, מַסִּיט
  "Vgotm" (3x) -- Hebrew: בְּגַאֲוָתָם׃, בְּגַאֲוָתָם
  "Lmn" (3x) -- Hebrew: לֶאֱמֹן׃, לֶאֱמֹן
  "Iod" (3x) -- Hebrew: יוֹד
  "Hth" (3x) -- Hebrew: הַטֵּה, הִטָּה
  "Hviom" (3x) -- Hebrew: הֱבִיאוּם, הֲבִיאוּם
  "Roch" (3x) -- Hebrew: רֶוַח
  "Motm" (3x) -- Hebrew: מוֹתָם, מוֹתָם׃
  "Nkonh" (3x) -- Hebrew: נָכוֹנָה
  "Mnh" (3x) -- Hebrew: מִנָּה, מֻנָּה
  "Chilio" (3x) -- Hebrew: חַיָּלָיו׃, חַיָּלָיו
  "Oipilo" (3x) -- Hebrew: וַיַּפִּילוּ
  "Oist" (3x) -- Hebrew: וַיָּסֶת
  "Mridot" (3x) -- Hebrew: מְרִידוֹת
  "Ntifs" (3x) -- Hebrew: אַנְטִיפַּס, אַנְטִיפַּס׃
  "Ishim" (3x) -- Hebrew: יָשִׂים
  "Moz" (3x) -- Hebrew: מָעוֹז, מָעוֹז׃
  "Obhiot" (3x) -- Hebrew: וּבִהְיוֹת
  "Miinm" (3x) -- Hebrew: מִיֵּינָם
  "Motihm" (3x) -- Hebrew: אִמּוֹתֵיהֶם, אִמּוֹתֵיהֶם׃
  "Botchim" (3x) -- Hebrew: בּוֹטְחִים
  "Drorno" (3x) -- Hebrew: דְּרוֹרֵנוּ׃, דְּרוֹרֵנוּ
  "Moronihh" (3x) -- Hebrew: מוֹרוֹנִיהָה
  "Hordti" (3x) -- Hebrew: הוֹרַדְתִּי
  "Ididi" (3x) -- Hebrew: יְדִידִי
  "Btok" (3x) -- Hebrew: בַּתָּוֶךְ
  "Shazer" (2x) -- Hebrew: שָׁזֵר
  "Sinai" (2x) -- Hebrew: סִינַי
  "Okorintom" (2x) -- Hebrew: וְכוֹרִיַנְטוּם, וְכּוֹרִיַנְטוּם
  "Okim" (2x) -- Hebrew: וְקִים, וַאֲקִים
  "Ibll" (2x) -- Hebrew: יִבְלֹל
  "Nbin" (2x) -- Hebrew: נָבִין
  "Tsoitni" (2x) -- Hebrew: צִוִּיתָנִי
  "Ngo" (2x) -- Hebrew: נִגְוַע, נִגְוָע׃
  "Hkinoti" (2x) -- Hebrew: הֲכִינוֹתִי
  "Gli" (2x) -- Hebrew: גַלֵּי
  "Ohmbolim" (2x) -- Hebrew: וְהַמַּבּוּלִים
  "Oitk" (2x) -- Hebrew: וַיָּתַךְ
  "Hkinono" (2x) -- Hebrew: הֲכִינוֹנוּ
  "Iklt" (2x) -- Hebrew: יָכֹלְתָּ
  "Trm" (2x) -- Hebrew: תַרְאֵם, תָּרֹם
  "Oisgro" (2x) -- Hebrew: וְיִסָּגְרוּ, וַיִּסָּגְרוּ
  "Hgorm" (2x) -- Hebrew: הַגּוֹרֵם
  "Izro" (2x) -- Hebrew: יַעַזְרוּ
  "Troni" (2x) -- Hebrew: תִּרְאוּנִי, תַּרְאוּנִי
  "Lhir" (2x) -- Hebrew: לְהָאִיר
  "Kpot" (2x) -- Hebrew: כָּפוֹת, כַּפּוֹת
  "Oirf" (2x) -- Hebrew: וַיַּרְעֵף, וַיְרַפֵּא
  "Oikno" (2x) -- Hebrew: וַיִּקְנוּ
  "Ohnsim" (2x) -- Hebrew: וְהַנָּסִים
  "Hoilo" (2x) -- Hebrew: הוֹעִילוּ
  "Oitfr" (2x) -- Hebrew: וַיִּתְפָּאֵר
  "Shodd" (2x) -- Hebrew: שׁוֹדֵד
  "Vnh" (2x) -- Hebrew: בָנָה
  "Tkim" (2x) -- Hebrew: אֶת־קִים, תְּקֻיַּם׃
  "Rvon" (2x) -- Hebrew: רְעָבוֹן
  "Omgpot" (2x) -- Hebrew: וּמַגֵּפוֹת
  "Nsion" (2x) -- Hebrew: נִסְיוֹן
  "Rot" (2x) -- Hebrew: רְאוֹת, עֶרְוַת
  "Ilgo" (2x) -- Hebrew: יִלְעֲגוּ, יִלְעָגוּ
  "Kmok" (2x) -- Hebrew: כְּמוֹךָ, כָּמוֹךָ
  "Igbro" (2x) -- Hebrew: יִגְבְּרוּ
  "Hmidh" (2x) -- Hebrew: הַמְּעִידָה
  "Oiroshlim" (2x) -- Hebrew: וִירוּשָׁלַיִם
  "Hishnim" (2x) -- Hebrew: הַיְשָׁנִים
  "Gdot" (2x) -- Hebrew: אַגֻדּוֹת, אֲגֻדּוֹת
  "Bimino" (2x) -- Hebrew: בִּימִינוֹ
  "Bnoso" (2x) -- Hebrew: בְּנוּסוֹ
  "Rkh" (2x) -- Hebrew: אָרַךְ, עָרַךְ
  "Bgopot" (2x) -- Hebrew: בְּגוּפוֹת
  "Mhirh" (2x) -- Hebrew: מְהִירָה
  "Shor" (2x) -- Hebrew: שׁוּר
  "Omk" (2x) -- Hebrew: וְעֵמֶק, וְעֹמֶק
  "Comnor" (2x) -- Hebrew: כָּמְנוֹר
  "Oingpo" (2x) -- Hebrew: וַיִּנָּגְפוּ
  "Oitlf" (2x) -- Hebrew: וַיִּתְעַלֵּף
  "Rdf" (2x) -- Hebrew: רְדֹף, רֹדֵף
  "Milion" (2x) -- Hebrew: מִילְיוֹן
  "Otmn" (2x) -- Hebrew: וַתְּמָאֵן, וְתִמְנַע
  "Okinotihm" (2x) -- Hebrew: וְקִינוֹתֵיהֶם
  "Hlilh" (2x) -- Hebrew: הַלָּיְלָה׃
  "Oitkonno" (2x) -- Hebrew: וַיִּתְכּוֹנְנוּ
  "Ogbori" (2x) -- Hebrew: וְגִבּוֹרֵי
  "Oinch" (2x) -- Hebrew: וַיָּנַח, וַיֵּאָנַח
  "Oitromm" (2x) -- Hebrew: וַיִּתְרוֹמֵם
  "Oibdlo" (2x) -- Hebrew: וַיֻּבְדְּלוּ, וַיִּבָּדְלוּ
  "Nto" (2x) -- Hebrew: נָטוּ
  "Ohnm" (2x) -- Hebrew: וְהִנָּם
  "Oingro" (2x) -- Hebrew: וַיִּנָּגְרוּ
  "Itrvo" (2x) -- Hebrew: יִתְעָרְבוּ
  "Btorot" (2x) -- Hebrew: בְּתוֹרוֹת
  "Nkim" (2x) -- Hebrew: נִקְיַם, נָכִים
  "Lboz" (2x) -- Hebrew: לָבוּז
  "Otsh" (2x) -- Hebrew: וַתֵּעָשׂ, וַתִּשָּׂא
  "Kozb" (2x) -- Hebrew: כוֹזֵב, כּוֹזֵב
  "Tmort" (2x) -- Hebrew: תְּמוּרַת
  "Iir" (2x) -- Hebrew: יָאִיר
  "Ivikhm" (2x) -- Hebrew: יְבִיאֲכֶם
  "Oismk" (2x) -- Hebrew: וַיִּסְמֹךְ
  "Btokno" (2x) -- Hebrew: בְתוֹכֵנוּ
  "Lzr" (2x) -- Hebrew: לָעְזֹר, לְעֵזֶר
  "Mimin" (2x) -- Hebrew: מִיָּמִין
  "Orkim" (2x) -- Hebrew: וּרְכִים, וְרֵקִים
  "Lnoch" (2x) -- Hebrew: לָנוּחַ
  "Inkh" (2x) -- Hebrew: אֵינְךָ
  "Oirko" (2x) -- Hebrew: וַיָּרְקוּ
  "Sh" (2x) -- Hebrew: שָׂא
  "Npii" (2x) -- Hebrew: נֶפִיִּי
  "Orkh" (2x) -- Hebrew: וְאֶרֶךְ, עוֹרֵךְ
  "Hoblno" (2x) -- Hebrew: הוּבְלָנוּ, הוֹבַלְנוּ
  "Inh" (2x) -- Hebrew: אֵינָהּ
  "Gmorh" (2x) -- Hebrew: גְמוּרָה
  "Vontikhm" (2x) -- Hebrew: בַעֲוֺנֹתֵיכֶם, בַּעֲוֺנֹתֵיכֶם
  "Zkt" (2x) -- Hebrew: זַעֲקַת
  "Vod" (2x) -- Hebrew: אָבוּד
  "Mindi" (2x) -- Hebrew: עֲמִינָדִי
  "Msodotio" (2x) -- Hebrew: מִסּוֹדוֹתָיו
  "Tsm" (2x) -- Hebrew: צָם
  "Okrobi" (2x) -- Hebrew: וּקְרוֹבָי, וּקְרוֹבֵי
  "Dinno" (2x) -- Hebrew: דִינֵנוּ
  "Sninh" (2x) -- Hebrew: סְנִינֵה
  "Kisnninah" (2x) -- Hebrew: כִּסְנִינֵה
  "Mnor" (2x) -- Hebrew: אַמְנוֹר
  "Snomim" (2x) -- Hebrew: סְנוּמִים׃
  "Mdt" (2x) -- Hebrew: מִדַּת, עֹמֶדֶת
  "Oisito" (2x) -- Hebrew: וַיָּסִיתוּ
  "Irbo" (2x) -- Hebrew: יַרְבּוּ, יִרְבּוּ׃
  "Tsh" (2x) -- Hebrew: תִּשָּׂא
  "Ks" (2x) -- Hebrew: כֵּס
  "Tmn" (2x) -- Hebrew: טָמַן, תִמְנַע
  "Moprh" (2x) -- Hebrew: מוּפָרָה, מוּפָרָה׃
  "Misod" (2x) -- Hebrew: מִיסוֹד, מֵיסוֹד
  "Otshobtm" (2x) -- Hebrew: וּתְשׁוּבָתָם
  "Btob" (2x) -- Hebrew: בַטּוֹב
  "Lhort" (2x) -- Hebrew: לְהוֹרֹת
  "Otmimim" (2x) -- Hebrew: וּתְמִימִים
  "Mnich" (2x) -- Hebrew: מַנִּיחַ
  "Hgio" (2x) -- Hebrew: הִגִּיעוּ
  "Bsidom" (2x) -- Hebrew: בְּסִידוֹם
  "Oiptso" (2x) -- Hebrew: וַיָּפֻצוּ, וְיֻפְצוּ
  "Dk" (2x) -- Hebrew: דַּק
  "Modiim" (2x) -- Hebrew: מוֹדִיעִים
  "Shopk" (2x) -- Hebrew: שׁוֹפֵךְ
  "Nbonim" (2x) -- Hebrew: נְבוֹנִים
  "Otsom" (2x) -- Hebrew: וְצוֹם
  "Ochnitotihm" (2x) -- Hebrew: וַחֲנִיתוֹתֵיהֶם
  "Ohkimo" (2x) -- Hebrew: וְהָקִימוּ
  "Ishibom" (2x) -- Hebrew: יְשִׁיבוּם
  "Oiprd" (2x) -- Hebrew: וַיִּפָּרֵד
  "Nohgim" (2x) -- Hebrew: נוֹהֲגִים
  "Oipitsom" (2x) -- Hebrew: וַיְפִיצוּם
  "Oilno" (2x) -- Hebrew: וַיִּלֹּנוּ
  "Ovilm" (2x) -- Hebrew: אוֹבִילֵם
  "Onshibm" (2x) -- Hebrew: וּנְשִׁיבֵם
  "Imitno" (2x) -- Hebrew: יְמִיתֵנוּ׃
  "Svo" (2x) -- Hebrew: סֹבּוּ
  "Kl" (2x) -- Hebrew: קָלַע
  "Mkotihm" (2x) -- Hebrew: מַכּוֹתֵיהֶם
  "Vkl" (2x) -- Hebrew: בַּקֶּלַע
  "Hormo" (2x) -- Hebrew: הוּרְמוּ
  "Oishko" (2x) -- Hebrew: וַיַּשְׁקוּ
  "Hvish" (2x) -- Hebrew: הִבְאִישׁ, הִבְאִישׁ׃
  "Iomt" (2x) -- Hebrew: יוּמַת
  "Dmot" (2x) -- Hebrew: דְּמָעוֹת׃, דְּמָעוֹת
  "Otkm" (2x) -- Hebrew: וַתָּקָם
  "Oikimo" (2x) -- Hebrew: וַיָּקִימוּ
  "Moloki" (2x) -- Hebrew: מוּלוֹקִי
  "Gzl" (2x) -- Hebrew: גָּזַל
  "Oirm" (2x) -- Hebrew: וַיָּרֶם
  "Oiglo" (2x) -- Hebrew: וַיִּגָּאֲלוּ
  "Mh" (2x) -- Hebrew: עַמָּה, אַמָּה
  "Oilbishom" (2x) -- Hebrew: וַיַּלְבִּישׁוּם׃, וַיַּלְבִּישׁוּם
  "Mvo" (2x) -- Hebrew: מָבוֹא
  "Iokcho" (2x) -- Hebrew: יִוָּכְחוּ
  "Oizhro" (2x) -- Hebrew: וַיִּזְהֲרוּ
  "Ishmidono" (2x) -- Hebrew: יַשְׁמִידוּנוּ
  "Onosh" (2x) -- Hebrew: וְנִוָּשֵׁעַ׃, וְנוֹשָׁע׃
  "Amaleki(pl)" (2x) -- Hebrew: עֲמָלֵקִים
  "Gml" (2x) -- Hebrew: גָּמַל
  "Zot" (2x) -- Hebrew: עַזּוֹת, עַזּוּת
  "Hnm" (2x) -- Hebrew: הִנָּם
  "Hvim" (2x) -- Hebrew: הֱבִיאָם, הֵבִיאָם
  "Nbit" (2x) -- Hebrew: נַבִּיט
  "Monh" (2x) -- Hebrew: מוֹנֶה
  "Oikmro" (2x) -- Hebrew: וַיִּכָּמְרוּ
  "Hots" (2x) -- Hebrew: הוֹצֵא, הִוָּעֵץ
  "Tkotm" (2x) -- Hebrew: תִקְוָתָם
  "Ogopot" (2x) -- Hebrew: וְגוּפוֹת
  "Ochot" (2x) -- Hebrew: וְחוֹטֵא
  "Imosho" (2x) -- Hebrew: יָמוּשׁוּ
  "Gorm" (2x) -- Hebrew: גּוֹרֵם
  "Ino" (2x) -- Hebrew: אֵינוֹ
  "Vigi" (2x) -- Hebrew: בִּיגִיעַ
  "Ikhiso" (2x) -- Hebrew: יַכְעִיסוּ
  "Loh" (2x) -- Hebrew: אֱלוֹהַּ
  "Snin" (2x) -- Hebrew: סֶנִין
  "Mtim" (2x) -- Hebrew: מַטְעִים, מָטִים
  "Ntonim" (2x) -- Hebrew: נְתוּנִים
  "Tth" (2x) -- Hebrew: תַטְעֶה, תַתְעֶה
  "Tosr" (2x) -- Hebrew: תוּסַר
  "Krh" (2x) -- Hebrew: קָּרָה, עֲקָרָה
  "Mnr" (2x) -- Hebrew: עָמְנֵר, אָמְנֵר
  "Porshim" (2x) -- Hebrew: פּוֹרְשִׁים
  "Ikil" (2x) -- Hebrew: יָכִיל
  "Hodt" (2x) -- Hebrew: הוֹדַעְתָּ
  "Sbibotino" (2x) -- Hebrew: סְבִיבוֹתֵינוּ
  "Onidh" (2x) -- Hebrew: אוֹנִידָה
  "Topch" (2x) -- Hebrew: תּוֹפֵחַ
  "Tnicho" (2x) -- Hebrew: תַּנִּיחוּ, תַנִּיחוּ
  "Bkootkm" (2x) -- Hebrew: בְּקַוּוֹתְכֶם
  "Hsirot" (2x) -- Hebrew: הֲסִירוֹתָ
